Data;Ora;Temperatura;precipitazione mm;umidità relativa %;Radiazione globale;Velocità vento; Altezza neve
22/03/2020;0:00;-3.4;0.0;86.0;0.0;0.7;206.0
22/03/2020;0:10;-3.7;0.0;88.0;0.0;0.5;206.0
22/03/2020;0:20;-3.8;0.0;88.0;0.0;1.2;207.0
22/03/2020;0:30;-3.4;0.0;87.0;0.0;0.9;206.0
22/03/2020;0:40;-3.3;0.0;85.0;0.0;0.5;206.0
22/03/2020;0:50;-3.5;0.0;85.0;0.0;0.3;206.0
22/03/2020;1:00;-3.9;0.0;88.0;0.0;0.1;206.0
22/03/2020;1:10;-4.4;0.0;89.0;0.0;0.0;206.0
22/03/2020;1:20;-4.8;0.0;92.0;0.0;0.5;206.0
22/03/2020;1:30;-4.7;0.0;93.0;0.0;0.4;206.0
22/03/2020;1:40;-4.8;0.0;94.0;0.0;0.5;206.0
22/03/2020;1:50;-4.6;0.0;94.0;0.0;0.3;206.0
22/03/2020;2:00;-4.4;0.0;95.0;0.0;1.2;206.0
22/03/2020;2:10;-4.2;0.0;93.0;0.0;1.8;206.0
22/03/2020;2:20;-3.7;0.0;89.0;0.0;0.8;206.0
22/03/2020;2:30;-3.9;0.0;91.0;0.0;0.3;206.0
22/03/2020;2:40;-4.2;0.0;93.0;0.0;0.1;209.0
22/03/2020;2:50;-4.2;0.0;94.0;0.0;0.6;207.0
22/03/2020;3:00;-4.1;0.0;94.0;0.0;0.3;207.0
22/03/2020;3:10;-4.1;0.0;95.0;0.0;0.0;211.0
22/03/2020;3:20;-4.1;0.0;95.0;0.0;0.0;211.0
22/03/2020;3:30;-4.2;0.0;96.0;0.0;0.3;212.0
22/03/2020;3:40;-4.2;0.0;96.0;0.0;0.3;212.0
22/03/2020;3:50;-4.2;0.0;96.0;0.0;0.1;212.0
22/03/2020;4:00;-4.2;0.0;96.0;0.0;0.0;212.0
22/03/2020;4:10;-4.3;0.0;96.0;0.0;0.1;212.0
22/03/2020;4:20;-4.3;0.0;96.0;0.0;0.3;212.0
22/03/2020;4:30;-4.3;0.0;96.0;0.0;0.5;212.0
22/03/2020;4:40;-4.3;0.0;96.0;0.0;0.4;212.0
22/03/2020;4:50;-4.4;0.0;97.0;0.0;0.4;212.0
22/03/2020;5:00;-4.3;0.0;96.0;0.0;0.0;211.0
22/03/2020;5:10;-4.3;0.0;95.0;0.0;0.0;211.0
22/03/2020;5:20;-4.4;0.0;95.0;0.0;0.0;211.0
22/03/2020;5:30;-4.4;0.0;95.0;0.0;0.0;212.0
22/03/2020;5:40;-4.4;0.0;95.0;0.0;0.0;212.0
22/03/2020;5:50;-4.3;0.0;94.0;0.0;0.0;212.0
22/03/2020;6:00;-4.3;0.0;94.0;0.0;0.0;212.0
22/03/2020;6:10;-4.6;0.0;94.0;0.0;0.1;212.0
22/03/2020;6:20;-4.8;0.0;94.0;0.0;0.1;212.0
22/03/2020;6:30;-5.0;0.0;95.0;0.0;0.4;212.0
22/03/2020;6:40;-5.0;0.0;95.0;0.0;0.5;212.0
22/03/2020;6:50;-4.8;0.0;93.0;0.0;1.0;212.0
22/03/2020;7:00;-4.7;0.0;91.0;0.0;0.6;212.0
22/03/2020;7:10;-4.4;0.0;91.0;0.0;0.2;212.0
22/03/2020;7:20;-4.0;0.0;88.0;11.0;0.4;212.0
22/03/2020;7:30;-3.4;0.0;86.0;31.0;0.7;211.0
22/03/2020;7:40;-3.1;0.0;84.0;36.0;0.6;209.0
22/03/2020;7:50;-3.1;0.0;82.0;38.0;0.6;211.0
22/03/2020;8:00;-3.4;0.0;87.0;58.0;0.6;212.0
22/03/2020;8:10;-2.8;0.0;81.0;67.0;0.9;208.0
22/03/2020;8:20;-2.3;0.0;75.0;61.0;0.8;208.0
22/03/2020;8:30;-2.8;0.0;76.0;48.0;1.2;211.0
22/03/2020;8:40;-3.2;0.0;78.0;65.0;1.2;208.0
22/03/2020;8:50;-3.1;0.0;79.0;79.0;0.5;209.0
22/03/2020;9:00;-1.4;0.0;74.0;91.0;0.0;208.0
22/03/2020;9:10;-0.3;0.0;69.0;96.0;0.2;207.0
22/03/2020;9:20;1.2;0.0;65.0;145.0;0.2;207.0
22/03/2020;9:30;1.9;0.4;61.0;140.0;0.2;206.0
22/03/2020;9:40;1.5;0.2;65.0;150.0;0.2;206.0
22/03/2020;9:50;1.3;0.2;66.0;107.0;0.8;207.0
22/03/2020;10:00;1.0;0.2;71.0;206.0;0.3;205.0
22/03/2020;10:10;4.3;0.6;55.0;184.0;0.5;204.0
22/03/2020;10:20;4.0;0.2;54.0;223.0;0.8;205.0
22/03/2020;10:30;3.3;0.4;55.0;274.0;0.9;205.0
22/03/2020;10:40;1.9;0.4;60.0;327.0;1.6;206.0
22/03/2020;10:50;1.8;0.4;58.0;365.0;0.9;205.0
22/03/2020;11:00;2.0;0.2;57.0;398.0;1.2;206.0
22/03/2020;11:10;2.2;0.2;55.0;423.0;1.0;206.0
22/03/2020;11:20;3.6;0.0;51.0;452.0;1.0;204.0
22/03/2020;11:30;4.6;0.0;48.0;483.0;0.5;204.0
22/03/2020;11:40;5.5;0.0;46.0;558.0;0.3;203.0
22/03/2020;11:50;7.1;0.0;41.0;588.0;1.2;203.0
22/03/2020;12:00;5.6;0.0;44.0;604.0;1.2;204.0
22/03/2020;12:10;5.7;0.0;45.0;584.0;1.0;203.0
22/03/2020;12:20;6.3;0.0;43.0;756.0;1.0;203.0
22/03/2020;12:30;7.6;0.0;40.0;888.0;1.0;203.0
22/03/2020;12:40;6.7;0.0;40.0;864.0;1.1;204.0
22/03/2020;12:50;5.8;0.0;42.0;878.0;0.7;204.0
22/03/2020;13:00;5.5;0.0;41.0;937.0;1.0;204.0
22/03/2020;13:10;8.1;0.0;36.0;952.0;0.8;205.0
22/03/2020;13:20;9.0;0.0;32.0;618.0;0.8;205.0
22/03/2020;13:30;8.5;0.0;33.0;917.0;0.6;204.0
22/03/2020;13:40;9.5;0.0;33.0;956.0;0.6;204.0
22/03/2020;13:50;4.9;0.0;47.0;710.0;2.4;208.0
22/03/2020;14:00;1.5;0.0;62.0;956.0;1.9;207.0
22/03/2020;14:10;4.9;0.0;52.0;610.0;0.4;205.0
22/03/2020;14:20;6.5;0.0;45.0;762.0;0.4;205.0
22/03/2020;14:30;6.6;0.0;43.0;731.0;0.5;202.0
22/03/2020;14:40;7.7;0.0;39.0;711.0;0.3;202.0
22/03/2020;14:50;6.0;0.0;43.0;705.0;0.6;205.0
22/03/2020;15:00;7.0;0.0;40.0;668.0;0.7;204.0
22/03/2020;15:10;7.0;0.0;39.0;638.0;0.7;204.0
22/03/2020;15:20;6.9;0.0;39.0;604.0;0.7;204.0
22/03/2020;15:30;6.4;0.0;40.0;573.0;0.9;205.0
22/03/2020;15:40;5.3;0.0;44.0;537.0;1.0;204.0
22/03/2020;15:50;5.6;0.0;43.0;496.0;0.7;203.0
22/03/2020;16:00;5.9;0.0;42.0;465.0;0.8;203.0
22/03/2020;16:10;4.3;0.0;45.0;435.0;1.4;204.0
22/03/2020;16:20;2.9;0.0;50.0;395.0;0.9;204.0
22/03/2020;16:30;3.8;0.0;46.0;359.0;0.5;203.0
22/03/2020;16:40;4.0;0.0;44.0;324.0;1.0;203.0
22/03/2020;16:50;2.9;0.0;46.0;283.0;0.8;204.0
22/03/2020;17:00;3.0;0.0;47.0;236.0;0.0;203.0
22/03/2020;17:10;3.4;0.0;45.0;209.0;0.6;203.0
22/03/2020;17:20;2.2;0.0;47.0;173.0;0.5;204.0
22/03/2020;17:30;2.0;0.0;48.0;144.0;0.6;205.0
22/03/2020;17:40;0.7;0.0;53.0;111.0;0.8;205.0
22/03/2020;17:50;-0.5;0.0;58.0;83.0;0.4;205.0
22/03/2020;18:00;-0.9;0.0;60.0;57.0;0.2;205.0
22/03/2020;18:10;-1.9;0.0;62.0;38.0;0.4;206.0
22/03/2020;18:20;-3.6;0.0;67.0;12.0;0.6;207.0
22/03/2020;18:30;-5.0;0.0;73.0;0.0;0.7;207.0
22/03/2020;18:40;-5.8;0.0;79.0;0.0;0.6;208.0
22/03/2020;18:50;-6.1;0.0;77.0;0.0;0.6;207.0
22/03/2020;19:00;-6.4;0.0;69.0;0.0;0.9;208.0
22/03/2020;19:10;-6.4;0.0;61.0;0.0;1.1;208.0
22/03/2020;19:20;-6.6;0.0;56.0;0.0;0.8;208.0
22/03/2020;19:30;-7.1;0.0;57.0;0.0;0.5;208.0
22/03/2020;19:40;-7.0;0.0;55.0;0.0;0.8;207.0
22/03/2020;19:50;-7.5;0.0;57.0;0.0;0.8;208.0
22/03/2020;20:00;-7.6;0.0;56.0;0.0;0.8;207.0
22/03/2020;20:10;-7.7;0.0;58.0;0.0;1.0;207.0
22/03/2020;20:20;-7.4;0.0;54.0;0.0;0.6;208.0
22/03/2020;20:30;-7.5;0.0;52.0;0.0;1.3;208.0
22/03/2020;20:40;-7.5;0.0;52.0;0.0;1.2;207.0
22/03/2020;20:50;-7.4;0.0;52.0;0.0;1.1;207.0
22/03/2020;21:00;-7.6;0.0;53.0;0.0;0.5;208.0
22/03/2020;21:10;-7.7;0.0;54.0;0.0;0.9;208.0
22/03/2020;21:20;-7.2;0.0;51.0;0.0;1.4;207.0
22/03/2020;21:30;-7.2;0.0;50.0;0.0;1.0;207.0
22/03/2020;21:40;-7.2;0.0;50.0;0.0;1.2;207.0
22/03/2020;21:50;-7.2;0.0;49.0;0.0;0.7;207.0
22/03/2020;22:00;-7.8;0.0;50.0;0.0;0.9;207.0
22/03/2020;22:10;-7.9;0.0;55.0;0.0;1.4;208.0
22/03/2020;22:20;-7.8;0.0;49.0;0.0;2.3;208.0
22/03/2020;22:30;-7.4;0.0;41.0;0.0;2.1;206.0
22/03/2020;22:40;-7.1;0.0;35.0;0.0;1.9;208.0
22/03/2020;22:50;-7.4;0.0;33.0;0.0;1.4;207.0
22/03/2020;23:00;-7.5;0.0;32.0;0.0;1.7;206.0
22/03/2020;23:10;-7.4;0.0;33.0;0.0;2.1;207.0
22/03/2020;23:20;-7.4;0.0;32.0;0.0;2.5;207.0
22/03/2020;23:30;-7.4;0.0;30.0;0.0;2.2;207.0
22/03/2020;23:40;-7.2;0.0;27.0;0.0;2.0;207.0
22/03/2020;23:50;-7.0;0.0;25.0;0.0;2.1;208.0
23/03/2020;0:00;-7.3;0.0;27.0;0.0;1.6;206.0
23/03/2020;0:10;-7.7;0.0;27.0;0.0;1.4;208.0
23/03/2020;0:20;-7.8;0.0;27.0;0.0;1.2;207.0
23/03/2020;0:30;-7.7;0.0;27.0;0.0;1.3;207.0
23/03/2020;0:40;-7.6;0.0;25.0;0.0;1.5;206.0
23/03/2020;0:50;-7.8;0.0;25.0;0.0;1.4;207.0
23/03/2020;1:00;-7.7;0.0;24.0;0.0;2.0;206.0
23/03/2020;1:10;-7.6;0.0;22.0;0.0;2.0;207.0
23/03/2020;1:20;-7.6;0.0;20.0;0.0;1.7;207.0
23/03/2020;1:30;-7.8;0.0;21.0;0.0;1.8;208.0
23/03/2020;1:40;-7.8;0.0;21.0;0.0;2.0;207.0
23/03/2020;1:50;-7.8;0.0;21.0;0.0;2.1;208.0
23/03/2020;2:00;-7.9;0.0;21.0;0.0;1.6;206.0
23/03/2020;2:10;-7.9;0.0;20.0;0.0;1.2;207.0
23/03/2020;2:20;-8.1;0.0;21.0;0.0;1.1;207.0
23/03/2020;2:30;-8.2;0.0;21.0;0.0;1.6;206.0
23/03/2020;2:40;-8.3;0.0;21.0;0.0;1.9;207.0
23/03/2020;2:50;-8.4;0.0;21.0;0.0;1.5;207.0
23/03/2020;3:00;-8.6;0.0;23.0;0.0;1.7;207.0
23/03/2020;3:10;-8.7;0.0;23.0;0.0;1.1;207.0
23/03/2020;3:20;-8.8;0.0;22.0;0.0;1.8;207.0
23/03/2020;3:30;-8.6;0.0;21.0;0.0;1.9;207.0
23/03/2020;3:40;-9.0;0.0;24.0;0.0;1.1;207.0
23/03/2020;3:50;-9.0;0.0;22.0;0.0;1.9;207.0
23/03/2020;4:00;-8.9;0.0;20.0;0.0;1.2;207.0
23/03/2020;4:10;-8.9;0.0;18.0;0.0;2.0;207.0
23/03/2020;4:20;-9.0;0.0;18.0;0.0;2.2;207.0
23/03/2020;4:30;-9.0;0.0;17.0;0.0;1.7;207.0
23/03/2020;4:40;-8.9;0.0;16.0;0.0;1.8;206.0
23/03/2020;4:50;-9.2;0.0;16.0;0.0;1.1;207.0
23/03/2020;5:00;-9.0;0.0;16.0;0.0;1.4;206.0
23/03/2020;5:10;-9.1;0.0;15.0;0.0;0.9;207.0
23/03/2020;5:20;-9.2;0.0;14.0;0.0;1.5;208.0
23/03/2020;5:30;-9.0;0.0;13.0;0.0;1.6;207.0
23/03/2020;5:40;-9.1;0.0;14.0;0.0;1.5;206.0
23/03/2020;5:50;-9.1;0.0;13.0;0.0;1.9;207.0
23/03/2020;6:00;-9.1;0.0;13.0;0.0;1.7;207.0
23/03/2020;6:10;-9.2;0.0;13.0;0.0;1.6;206.0
23/03/2020;6:20;-9.3;0.0;13.0;0.0;1.4;206.0
23/03/2020;6:30;-9.1;0.0;12.0;0.0;1.6;206.0
23/03/2020;6:40;-8.7;0.0;12.0;0.0;1.8;206.0
23/03/2020;6:50;-9.0;0.0;13.0;0.0;1.0;208.0
23/03/2020;7:00;-8.9;0.0;12.0;0.0;1.5;207.0
23/03/2020;7:10;-8.9;0.0;12.0;3.0;1.8;206.0
23/03/2020;7:20;-8.8;0.0;12.0;28.0;1.4;206.0
23/03/2020;7:30;-8.7;0.0;12.0;32.0;1.4;206.0
23/03/2020;7:40;-8.4;0.0;12.0;35.0;1.8;206.0
23/03/2020;7:50;-8.1;0.0;11.0;39.0;1.6;206.0
23/03/2020;8:00;-8.1;0.0;10.0;43.0;1.3;208.0
23/03/2020;8:10;-8.0;0.0;9.0;46.0;0.8;207.0
23/03/2020;8:20;-8.1;0.0;11.0;49.0;0.5;206.0
23/03/2020;8:30;-8.4;0.0;11.0;53.0;0.6;205.0
23/03/2020;8:40;-8.4;0.0;12.0;57.0;1.1;207.0
23/03/2020;8:50;-8.4;0.0;12.0;75.0;0.8;207.0
23/03/2020;9:00;-7.6;0.0;11.0;594.0;0.8;206.0
23/03/2020;9:10;-5.3;0.0;10.0;641.0;1.6;204.0
23/03/2020;9:20;-4.7;0.0;9.0;671.0;1.3;204.0
23/03/2020;9:30;-4.2;0.0;9.0;700.0;1.5;204.0
23/03/2020;9:40;-4.5;0.0;10.0;728.0;1.8;205.0
23/03/2020;9:50;-5.0;0.0;12.0;754.0;1.6;205.0
23/03/2020;10:00;-5.0;0.0;12.0;778.0;1.4;204.0
23/03/2020;10:10;-3.5;0.0;11.0;800.0;1.0;204.0
23/03/2020;10:20;-1.6;0.0;10.0;819.0;0.5;203.0
23/03/2020;10:30;-1.8;0.0;10.0;842.0;1.7;204.0
23/03/2020;10:40;-5.1;0.0;12.0;865.0;2.8;205.0
23/03/2020;10:50;-5.3;0.0;15.0;877.0;1.6;204.0
23/03/2020;11:00;-4.8;0.0;14.0;892.0;1.8;205.0
23/03/2020;11:10;-3.5;0.0;16.0;901.0;0.7;203.0
23/03/2020;11:20;-1.0;0.0;13.0;913.0;1.0;203.0
23/03/2020;11:30;-2.9;0.0;13.0;926.0;1.3;204.0
23/03/2020;11:40;-3.7;0.0;14.0;934.0;1.4;204.0
23/03/2020;11:50;-1.2;0.0;14.0;933.0;0.8;203.0
23/03/2020;12:00;0.0;0.0;13.0;937.0;0.6;203.0
23/03/2020;12:10;-2.0;0.0;13.0;947.0;2.1;204.0
23/03/2020;12:20;-3.3;0.0;18.0;942.0;1.1;204.0
23/03/2020;12:30;-2.4;0.0;17.0;938.0;1.4;204.0
23/03/2020;12:40;-4.2;0.0;19.0;938.0;2.2;205.0
23/03/2020;12:50;-4.7;0.0;19.0;929.0;2.4;205.0
23/03/2020;13:00;-4.2;0.0;18.0;915.0;1.7;205.0
23/03/2020;13:10;-4.4;0.0;18.0;907.0;2.8;205.0
23/03/2020;13:20;-4.7;0.0;20.0;897.0;4.2;205.0
23/03/2020;13:30;-4.7;0.0;19.0;881.0;4.0;205.0
23/03/2020;13:40;-4.8;0.0;19.0;863.0;3.9;205.0
23/03/2020;13:50;-4.7;0.0;18.0;846.0;3.7;205.0
23/03/2020;14:00;-4.6;0.0;20.0;824.0;3.6;205.0
23/03/2020;14:10;-4.6;0.0;21.0;802.0;3.6;205.0
23/03/2020;14:20;-4.7;0.0;21.0;782.0;4.1;205.0
23/03/2020;14:30;-4.0;0.0;20.0;754.0;2.4;204.0
23/03/2020;14:40;-3.8;0.0;20.0;729.0;3.1;204.0
23/03/2020;14:50;-3.7;0.0;21.0;699.0;2.0;204.0
23/03/2020;15:00;-3.5;0.0;20.0;672.0;2.9;205.0
23/03/2020;15:10;-4.4;0.0;22.0;648.0;4.3;205.0
23/03/2020;15:20;-4.5;0.0;20.0;615.0;3.5;205.0
23/03/2020;15:30;-4.3;0.0;21.0;580.0;3.0;205.0
23/03/2020;15:40;-4.2;0.0;20.0;546.0;2.7;205.0
23/03/2020;15:50;-3.6;0.0;21.0;509.0;1.8;204.0
23/03/2020;16:00;-4.0;0.0;19.0;477.0;2.9;204.0
23/03/2020;16:10;-3.4;0.0;20.0;437.0;1.6;204.0
23/03/2020;16:20;-3.7;0.0;15.0;405.0;3.6;206.0
23/03/2020;16:30;-4.4;0.0;16.0;369.0;3.2;205.0
23/03/2020;16:40;-4.5;0.0;18.0;332.0;3.3;206.0
23/03/2020;16:50;-5.1;0.0;18.0;296.0;4.3;206.0
23/03/2020;17:00;-5.4;0.0;20.0;258.0;3.4;205.0
23/03/2020;17:10;-5.5;0.0;19.0;223.0;4.1;206.0
23/03/2020;17:20;-5.6;0.0;17.0;188.0;4.7;205.0
23/03/2020;17:30;-6.0;0.0;18.0;156.0;6.0;205.0
23/03/2020;17:40;-6.1;0.0;15.0;124.0;6.8;205.0
23/03/2020;17:50;-6.2;0.0;16.0;94.0;6.4;206.0
23/03/2020;18:00;-6.6;0.0;17.0;69.0;6.0;206.0
23/03/2020;18:10;-6.7;0.0;16.0;51.0;5.1;206.0
23/03/2020;18:20;-7.0;0.0;17.0;21.0;3.8;206.0
23/03/2020;18:30;-7.4;0.0;17.0;0.0;4.5;206.0
23/03/2020;18:40;-7.6;0.0;16.0;0.0;4.8;206.0
23/03/2020;18:50;-7.5;0.0;15.0;0.0;5.4;206.0
23/03/2020;19:00;-7.6;0.0;16.0;0.0;4.1;205.0
23/03/2020;19:10;-8.2;0.0;18.0;0.0;3.5;206.0
23/03/2020;19:20;-8.5;0.0;19.0;0.0;4.0;206.0
23/03/2020;19:30;-8.5;0.0;19.0;0.0;3.1;206.0
23/03/2020;19:40;-8.8;0.0;19.0;0.0;4.4;206.0
23/03/2020;19:50;-8.9;0.0;19.0;0.0;3.5;206.0
23/03/2020;20:00;-9.0;0.0;20.0;0.0;4.6;206.0
23/03/2020;20:10;-8.8;0.0;18.0;0.0;4.6;206.0
23/03/2020;20:20;-9.0;0.0;18.0;0.0;4.1;206.0
23/03/2020;20:30;-9.1;0.0;19.0;0.0;3.8;206.0
23/03/2020;20:40;-9.4;0.0;20.0;0.0;3.1;206.0
23/03/2020;20:50;-10.3;0.0;22.0;0.0;2.0;207.0
23/03/2020;21:00;-10.5;0.0;22.0;0.0;2.1;206.0
23/03/2020;21:10;-9.8;0.0;19.0;0.0;4.9;207.0
23/03/2020;21:20;-9.8;0.0;19.0;0.0;3.1;206.0
23/03/2020;21:30;-10.0;0.0;19.0;0.0;2.1;206.0
23/03/2020;21:40;-11.2;0.0;21.0;0.0;0.5;206.0
23/03/2020;21:50;-11.9;0.0;22.0;0.0;0.4;207.0
23/03/2020;22:00;-11.8;0.0;22.0;0.0;0.5;207.0
23/03/2020;22:10;-11.4;0.0;20.0;0.0;0.9;207.0
23/03/2020;22:20;-11.2;0.0;19.0;0.0;0.8;205.0
23/03/2020;22:30;-11.1;0.0;19.0;0.0;1.0;206.0
23/03/2020;22:40;-11.2;0.0;19.0;0.0;1.0;206.0
23/03/2020;22:50;-11.4;0.0;21.0;0.0;1.4;207.0
23/03/2020;23:00;-11.5;0.0;21.0;0.0;1.0;206.0
23/03/2020;23:10;-12.1;0.0;24.0;0.0;0.8;206.0
23/03/2020;23:20;-12.5;0.0;24.0;0.0;1.0;207.0
23/03/2020;23:30;-12.6;0.0;25.0;0.0;0.4;206.0
23/03/2020;23:40;-13.0;0.0;26.0;0.0;0.3;207.0
23/03/2020;23:50;-13.2;0.0;27.0;0.0;0.3;207.0
24/03/2020;0:00;-12.9;0.0;29.0;0.0;0.9;206.0
24/03/2020;0:10;-12.5;0.0;29.0;0.0;0.9;206.0
24/03/2020;0:20;-12.4;0.0;27.0;0.0;1.0;206.0
24/03/2020;0:30;-12.7;0.0;28.0;0.0;0.9;206.0
24/03/2020;0:40;-13.0;0.0;30.0;0.0;0.5;206.0
24/03/2020;0:50;-13.5;0.0;32.0;0.0;1.2;206.0
24/03/2020;1:00;-13.7;0.0;33.0;0.0;0.6;206.0
24/03/2020;1:10;-13.9;0.0;33.0;0.0;0.3;207.0
24/03/2020;1:20;-14.0;0.0;35.0;0.0;1.0;207.0
24/03/2020;1:30;-13.3;0.0;32.0;0.0;2.0;206.0
24/03/2020;1:40;-13.1;0.0;30.0;0.0;1.7;206.0
24/03/2020;1:50;-13.0;0.0;34.0;0.0;2.1;207.0
24/03/2020;2:00;-13.5;0.0;36.0;0.0;1.0;206.0
24/03/2020;2:10;-13.9;0.0;37.0;0.0;0.8;207.0
24/03/2020;2:20;-14.1;0.0;37.0;0.0;0.8;208.0
24/03/2020;2:30;-14.1;0.0;38.0;0.0;1.3;206.0
24/03/2020;2:40;-14.1;0.0;38.0;0.0;1.3;206.0
24/03/2020;2:50;-14.4;0.0;41.0;0.0;0.7;207.0
24/03/2020;3:00;-14.8;0.0;41.0;0.0;0.7;207.0
24/03/2020;3:10;-15.0;0.0;40.0;0.0;1.4;206.0
24/03/2020;3:20;-14.9;0.0;44.0;0.0;1.6;207.0
24/03/2020;3:30;-14.8;0.0;46.0;0.0;1.4;207.0
24/03/2020;3:40;-14.7;0.0;42.0;0.0;1.4;206.0
24/03/2020;3:50;-14.6;0.0;40.0;0.0;1.3;207.0
24/03/2020;4:00;-14.9;0.0;42.0;0.0;1.2;206.0
24/03/2020;4:10;-15.2;0.0;46.0;0.0;0.9;206.0
24/03/2020;4:20;-15.5;0.0;51.0;0.0;1.7;207.0
24/03/2020;4:30;-15.3;0.0;52.0;0.0;0.9;206.0
24/03/2020;4:40;-15.5;0.0;41.0;0.0;1.2;206.0
24/03/2020;4:50;-15.3;0.0;35.0;0.0;1.3;206.0
24/03/2020;5:00;-15.5;0.0;37.0;0.0;1.4;206.0
24/03/2020;5:10;-15.6;0.0;37.0;0.0;1.4;207.0
24/03/2020;5:20;-15.8;0.0;40.0;0.0;0.2;207.0
24/03/2020;5:30;-16.7;0.0;43.0;0.0;0.1;207.0
24/03/2020;5:40;-17.3;0.0;53.0;0.0;0.2;208.0
24/03/2020;5:50;-16.9;0.0;50.0;0.0;0.9;206.0
24/03/2020;6:00;-16.1;0.0;42.0;0.0;1.4;207.0
24/03/2020;6:10;-15.9;0.0;39.0;0.0;0.8;206.0
24/03/2020;6:20;-15.7;0.0;37.0;0.0;1.7;206.0
24/03/2020;6:30;-15.2;0.0;34.0;0.0;0.6;206.0
24/03/2020;6:40;-15.3;0.0;31.0;0.0;0.9;206.0
24/03/2020;6:50;-15.5;0.0;31.0;0.0;0.6;207.0
24/03/2020;7:00;-15.1;0.0;29.0;0.0;0.2;207.0
24/03/2020;7:10;-15.3;0.0;30.0;0.0;0.3;207.0
24/03/2020;7:20;-15.1;0.0;29.0;27.0;0.2;207.0
24/03/2020;7:30;-15.3;0.0;29.0;31.0;0.1;208.0
24/03/2020;7:40;-14.8;0.0;28.0;34.0;1.1;207.0
24/03/2020;7:50;-14.7;0.0;30.0;37.0;0.4;206.0
24/03/2020;8:00;-14.7;0.0;29.0;40.0;1.1;205.0
24/03/2020;8:10;-14.1;0.0;27.0;44.0;0.8;207.0
24/03/2020;8:20;-14.0;0.0;27.0;46.0;1.2;206.0
24/03/2020;8:30;-13.5;0.0;26.0;50.0;0.9;206.0
24/03/2020;8:40;-13.7;0.0;27.0;53.0;0.9;206.0
24/03/2020;8:50;-14.1;0.0;28.0;125.0;0.4;206.0
24/03/2020;9:00;-13.0;0.0;27.0;605.0;0.4;204.0
24/03/2020;9:10;-10.1;0.0;22.0;634.0;0.6;204.0
24/03/2020;9:20;-8.9;0.0;18.0;663.0;0.6;203.0
24/03/2020;9:30;-8.5;0.0;17.0;692.0;0.8;202.0
24/03/2020;9:40;-7.8;0.0;16.0;721.0;1.1;202.0
24/03/2020;9:50;-7.5;0.0;15.0;747.0;1.0;202.0
24/03/2020;10:00;-6.9;0.0;16.0;768.0;0.5;201.0
24/03/2020;10:10;-6.4;0.0;16.0;790.0;1.0;202.0
24/03/2020;10:20;-7.5;0.0;18.0;813.0;1.6;203.0
24/03/2020;10:30;-9.8;0.0;23.0;834.0;2.6;203.0
24/03/2020;10:40;-9.4;0.0;24.0;847.0;1.4;202.0
24/03/2020;10:50;-9.7;0.0;25.0;864.0;1.9;203.0
24/03/2020;11:00;-9.6;0.0;25.0;879.0;1.5;202.0
24/03/2020;11:10;-8.1;0.0;24.0;889.0;1.3;203.0
24/03/2020;11:20;-7.0;0.0;23.0;897.0;0.7;201.0
24/03/2020;11:30;-5.8;0.0;23.0;906.0;0.7;201.0
24/03/2020;11:40;-5.5;0.0;21.0;917.0;1.2;201.0
24/03/2020;11:50;-5.7;0.0;21.0;922.0;1.7;201.0
24/03/2020;12:00;-6.0;0.0;23.0;921.0;1.4;201.0
24/03/2020;12:10;-6.4;0.0;24.0;937.0;2.0;202.0
24/03/2020;12:20;-6.3;0.0;26.0;886.0;1.3;201.0
24/03/2020;12:30;-5.8;0.0;26.0;919.0;1.1;201.0
24/03/2020;12:40;-5.5;0.0;25.0;923.0;1.5;201.0
24/03/2020;12:50;-5.5;0.0;26.0;921.0;1.5;201.0
24/03/2020;13:00;-5.2;0.0;25.0;893.0;1.8;201.0
24/03/2020;13:10;-4.1;0.0;25.0;885.0;1.2;201.0
24/03/2020;13:20;-3.7;0.0;23.0;853.0;1.2;201.0
24/03/2020;13:30;-3.4;0.0;22.0;882.0;1.3;201.0
24/03/2020;13:40;-3.5;0.0;22.0;854.0;1.2;201.0
24/03/2020;13:50;-3.1;0.0;22.0;783.0;1.3;201.0
24/03/2020;14:00;-2.8;0.0;21.0;807.0;1.2;201.0
24/03/2020;14:10;-3.2;0.0;23.0;739.0;1.5;202.0
24/03/2020;14:20;-5.1;0.0;25.0;687.0;1.8;202.0
24/03/2020;14:30;-6.8;0.0;29.0;732.0;2.8;203.0
24/03/2020;14:40;-6.9;0.0;29.0;612.0;3.0;203.0
24/03/2020;14:50;-7.7;0.0;32.0;678.0;4.3;203.0
24/03/2020;15:00;-7.7;0.0;32.0;568.0;3.1;203.0
24/03/2020;15:10;-7.8;0.0;33.0;554.0;4.1;203.0
24/03/2020;15:20;-7.5;0.0;33.0;583.0;2.9;203.0
24/03/2020;15:30;-7.8;0.0;33.0;460.0;4.0;203.0
24/03/2020;15:40;-8.0;0.0;33.0;426.0;3.2;203.0
24/03/2020;15:50;-7.6;0.0;33.0;468.0;3.0;203.0
24/03/2020;16:00;-7.3;0.0;33.0;436.0;3.7;203.0
24/03/2020;16:10;-8.0;0.0;36.0;473.0;4.9;203.0
24/03/2020;16:20;-7.5;0.0;35.0;376.0;2.9;203.0
24/03/2020;16:30;-8.2;0.0;39.0;259.0;3.9;203.0
